                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 1.1048,                 1.9406,                 2.0133,                 1.0891,                0.38744,                0.68835,                0.51917,                 0.4204,                0.38744,                0.68835,                0.51938,                0.41755,                0.81722,                 1.1646,                 1.6238,                 1.0127,             0.00010002,             0.00010002,             0.00010002
                    100,                 1.0698,                 1.9255,                 1.9767,                 1.1265,                0.39542,                0.67668,                0.52103,                0.42314,                0.39542,                0.67668,                0.52124,                0.42097,                0.80151,                 1.1684,                 1.6119,                 1.0036,              9.819e-05,              9.819e-05,              9.819e-05
                    101,                 1.0352,                  1.799,                 1.9341,                 1.0789,                0.39491,                 0.6382,                0.51987,                0.42417,                0.39491,                 0.6382,                0.52005,                0.41768,                0.78686,                 1.1466,                 1.6106,                 1.0036,             9.6355e-05,             9.6355e-05,             9.6355e-05
                    102,                 1.0534,                 1.9046,                 1.9165,                 1.0829,                0.37899,                 0.6759,                 0.5183,                0.41673,                0.37899,                 0.6759,                0.51846,                0.41028,                0.79532,                  1.144,                 1.6226,                 1.0042,              9.452e-05,              9.452e-05,              9.452e-05
                    103,                 1.0939,                 1.9405,                 2.0035,                 1.0646,                0.39819,                0.69254,                0.51595,                0.41099,                0.39819,                0.69254,                0.51614,                0.40756,                0.81697,                 1.1468,                 1.6462,                 1.0069,             9.2685e-05,             9.2685e-05,             9.2685e-05
                    104,                  1.057,                 1.8628,                 1.9829,                 1.0848,                0.39651,                0.67941,                0.51297,                 0.4067,                0.39651,                0.67941,                0.51318,                0.40739,                0.81995,                 1.1334,                 1.6531,                 1.0038,              9.085e-05,              9.085e-05,              9.085e-05
                    105,                 1.0663,                 1.9454,                 2.0465,                 1.0942,                  0.386,                0.67328,                0.51584,                0.41124,                  0.386,                0.67328,                0.51607,                0.41138,                0.80655,                 1.1177,                  1.648,                0.99537,             8.9016e-05,             8.9016e-05,             8.9016e-05
                    106,                 1.1216,                 2.0116,                 1.9858,                  1.115,                0.39189,                0.68952,                0.50977,                0.41162,                0.39189,                0.68952,                0.51001,                0.41035,                0.79946,                  1.116,                 1.6175,                0.99996,             8.7181e-05,             8.7181e-05,             8.7181e-05
                    107,                  1.008,                 1.7971,                 1.9345,                 1.0702,                0.39612,                0.69777,                0.51358,                0.41863,                0.39612,                0.69777,                0.51387,                0.41377,                  0.797,                  1.118,                 1.6004,                0.99902,             8.5346e-05,             8.5346e-05,             8.5346e-05
                    108,                 1.0309,                 1.7925,                  1.883,                 1.0759,                 0.3731,                0.74303,                0.51986,                0.43047,                 0.3731,                0.74303,                0.52014,                0.42222,                0.78834,                 1.1245,                 1.5922,                0.99885,             8.3511e-05,             8.3511e-05,             8.3511e-05
                    109,                 1.0539,                 1.8573,                 1.9952,                 1.0619,                0.37074,                0.72976,                0.51281,                0.42058,                0.37074,                0.72976,                 0.5131,                0.41577,                0.79296,                 1.1303,                  1.597,                 1.0053,             8.1676e-05,             8.1676e-05,             8.1676e-05
                    110,                 1.0235,                  1.802,                 1.9713,                 1.0556,                0.36276,                0.75296,                0.51909,                0.42626,                0.36276,                0.75296,                0.51939,                0.42306,                0.79661,                  1.139,                 1.6097,                  1.012,             7.9842e-05,             7.9842e-05,             7.9842e-05
                    111,                 1.0033,                 1.7937,                 1.9439,                 1.0649,                0.36563,                0.70996,                0.50959,                0.41729,                0.36563,                0.70996,                0.50988,                0.41343,                0.78931,                 1.1437,                 1.6316,                 1.0101,             7.8007e-05,             7.8007e-05,             7.8007e-05
                    112,                 1.0246,                 1.8183,                 1.8897,                 1.0626,                0.36972,                0.69993,                0.50705,                0.41468,                0.36972,                0.69993,                0.50734,                0.41107,                0.78445,                  1.147,                 1.6397,                 1.0053,             7.6172e-05,             7.6172e-05,             7.6172e-05
                    113,                 1.0163,                 1.7621,                  1.958,                 1.0492,                0.36868,                0.72051,                0.50171,                0.41071,                0.36868,                0.72051,                  0.502,                0.40558,                0.77665,                 1.1451,                 1.6431,                0.99597,             7.4337e-05,             7.4337e-05,             7.4337e-05
                    114,                 1.0406,                 1.8946,                 1.9223,                 1.0797,                0.37142,                0.70753,                0.50373,                0.41329,                0.37142,                0.70753,                0.50303,                0.40697,                 0.7746,                 1.1355,                 1.6346,                0.99365,             7.2502e-05,             7.2502e-05,             7.2502e-05
                    115,                 1.0082,                 1.7721,                 1.9069,                 1.0564,                0.37321,                0.72138,                 0.4936,                0.40392,                0.37321,                0.72138,                0.49371,                0.40047,                0.77031,                 1.1218,                 1.6272,                0.99193,             7.0668e-05,             7.0668e-05,             7.0668e-05
                    116,                 1.0562,                  1.888,                 1.9259,                 1.0902,                0.37501,                0.70164,                0.49633,                0.40711,                0.37501,                0.70164,                0.49658,                0.40303,                0.76369,                 1.1106,                 1.6288,                0.98852,             6.8833e-05,             6.8833e-05,             6.8833e-05
                    117,                 1.0874,                  1.914,                 1.8943,                 1.0917,                0.37656,                0.71678,                0.49082,                 0.4045,                0.37656,                0.71678,                0.49104,                0.40129,                0.75681,                 1.0973,                 1.6283,                0.98616,             6.6998e-05,             6.6998e-05,             6.6998e-05
                    118,                 1.0415,                 1.7907,                 1.9057,                  1.061,                0.36769,                0.71052,                0.49139,                0.40511,                0.36769,                0.71052,                0.49166,                0.39903,                0.76043,                 1.0895,                 1.6301,                0.98862,             6.5163e-05,             6.5163e-05,             6.5163e-05
                    119,                 1.0255,                 1.7695,                 1.9136,                 1.0502,                0.39482,                0.72441,                0.50637,                0.41426,                0.39482,                0.72441,                0.50657,                0.41172,                0.77233,                 1.0889,                 1.6101,                0.99415,             6.3328e-05,             6.3328e-05,             6.3328e-05
                    120,                0.97474,                 1.6918,                 1.8812,                 1.0366,                0.39323,                0.72426,                0.51291,                 0.4212,                0.39323,                0.72426,                 0.5131,                0.41621,                0.76702,                 1.0887,                 1.5906,                 0.9907,             6.1494e-05,             6.1494e-05,             6.1494e-05
                    121,                 1.0437,                 1.7724,                 1.8989,                 1.0357,                0.38543,                0.72982,                0.51791,                0.42644,                0.38543,                0.72982,                0.51806,                0.42177,                0.76618,                 1.0936,                 1.5771,                0.98892,             5.9659e-05,             5.9659e-05,             5.9659e-05
                    122,                  1.001,                 1.8058,                 1.8401,                 1.0802,                0.38004,                0.74096,                0.52045,                0.43005,                0.38004,                0.74096,                0.52072,                0.42299,                0.76777,                 1.0995,                 1.5638,                0.98926,             5.7824e-05,             5.7824e-05,             5.7824e-05
                    123,                0.96287,                 1.7326,                 1.8296,                  1.055,                0.37878,                0.75144,                0.51947,                0.42764,                0.37878,                0.75144,                0.51973,                0.42264,                0.76925,                 1.1062,                 1.5589,                0.99331,             5.5989e-05,             5.5989e-05,             5.5989e-05
                    124,                 1.0232,                 1.7736,                 1.9457,                 1.0487,                0.37834,                0.75079,                0.52331,                0.43133,                0.37834,                0.75079,                0.52357,                0.42564,                0.76924,                 1.1136,                 1.5558,                0.99602,             5.4154e-05,             5.4154e-05,             5.4154e-05
                    125,                 1.0285,                 1.8351,                 1.8968,                 1.0924,                0.38417,                0.77848,                  0.559,                0.46459,                0.38417,                0.77848,                0.55927,                0.45609,                  0.775,                 1.1212,                 1.5525,                 1.0003,              5.232e-05,              5.232e-05,              5.232e-05
                    126,                0.99655,                 1.8014,                 1.8558,                 1.0489,                0.37775,                0.78359,                0.56475,                0.46717,                0.37775,                0.78359,                0.56503,                0.45969,                0.77837,                 1.1258,                  1.549,                 1.0041,             5.0485e-05,             5.0485e-05,             5.0485e-05
                    127,                 1.0243,                  1.831,                 1.8706,                 1.0797,                 0.3852,                0.73038,                0.56589,                0.46856,                 0.3852,                0.73038,                0.56618,                0.46157,                0.78601,                  1.136,                 1.5483,                 1.0065,              4.865e-05,              4.865e-05,              4.865e-05
                    128,                 1.0143,                 1.7722,                 1.8471,                 1.0454,                0.38135,                0.72987,                0.56538,                0.46725,                0.38135,                0.72987,                0.56569,                0.46086,                0.79379,                 1.1397,                 1.5516,                 1.0102,             4.6815e-05,             4.6815e-05,             4.6815e-05
                    129,                 1.0454,                 1.9315,                 1.9016,                 1.0967,                0.38422,                0.75296,                0.56549,                0.46682,                0.38422,                0.75296,                0.56579,                0.46048,                0.80053,                 1.1381,                  1.555,                 1.0121,              4.498e-05,              4.498e-05,              4.498e-05
                    130,                 1.0574,                 1.8284,                 1.9041,                 1.0712,                0.38203,                0.75616,                0.56243,                0.45736,                0.38188,                0.75272,                0.56179,                0.45691,                 0.7968,                 1.1282,                  1.548,                 1.0104,             4.3146e-05,             4.3146e-05,             4.3146e-05
                    131,                 1.0287,                 1.8076,                 1.8876,                  1.074,                0.37623,                0.76624,                 0.5531,                0.44814,                0.37505,                0.75892,                0.55213,                0.44917,                 0.7983,                 1.1228,                  1.547,                 1.0109,             4.1311e-05,             4.1311e-05,             4.1311e-05
                    132,                0.99899,                 1.7821,                 1.8832,                 1.0537,                0.39528,                0.71315,                0.55719,                0.45583,                0.39526,                0.70414,                0.55674,                0.45177,                0.79311,                 1.1227,                 1.5493,                 1.0061,             3.9476e-05,             3.9476e-05,             3.9476e-05
                    133,                 1.0248,                 1.7898,                  1.872,                 1.0522,                0.39368,                0.71709,                0.55495,                0.45567,                0.39629,                0.71376,                0.55469,                0.45025,                 0.7864,                  1.117,                 1.5418,                 1.0015,             3.7641e-05,             3.7641e-05,             3.7641e-05
                    134,                 1.0205,                 1.7914,                 1.9157,                 1.0452,                0.40952,                0.69848,                  0.562,                0.46571,                0.40952,                0.69848,                0.56153,                0.45868,                0.77716,                 1.1135,                 1.5359,                 0.9957,             3.5806e-05,             3.5806e-05,             3.5806e-05
                    135,                 1.1013,                 1.9708,                 1.8626,                 1.1214,                0.41525,                0.70452,                0.56215,                0.46468,                0.41525,                0.70452,                0.56194,                0.45434,                0.77191,                 1.1101,                 1.5359,                0.99347,             3.3972e-05,             3.3972e-05,             3.3972e-05
                    136,                  1.022,                 1.7676,                 1.8748,                 1.0562,                0.40167,                 0.7171,                0.56889,                0.46597,                0.40167,                 0.7171,                0.56872,                 0.4602,                 0.7707,                 1.1082,                 1.5294,                0.99279,             3.2137e-05,             3.2137e-05,             3.2137e-05
                    137,                0.97557,                 1.7103,                 1.8485,                 1.0323,                0.40056,                0.72385,                0.56908,                0.46689,                0.40056,                0.72385,                0.56932,                0.46333,                0.77426,                 1.1119,                 1.5339,                0.99446,             3.0302e-05,             3.0302e-05,             3.0302e-05
                    138,                 1.0003,                 1.7274,                 1.8283,                 1.0461,                  0.405,                0.73401,                0.57576,                0.47661,                  0.405,                0.73401,                0.57601,                  0.471,                0.77311,                 1.1058,                 1.5345,                0.99116,             2.8467e-05,             2.8467e-05,             2.8467e-05
                    139,                 1.0159,                 1.8104,                 1.9349,                 1.0759,                0.40208,                0.74355,                 0.5792,                 0.4788,                0.40208,                0.74355,                0.57944,                 0.4746,                0.76948,                 1.1054,                 1.5318,                0.98978,             2.6632e-05,             2.6632e-05,             2.6632e-05
                    140,                 1.0294,                 1.8289,                 1.8286,                 1.0643,                 0.4054,                0.73099,                0.57355,                0.47237,                 0.4054,                0.73099,                0.57378,                0.46803,                 0.7711,                 1.1031,                 1.5272,                0.99421,             2.4798e-05,             2.4798e-05,             2.4798e-05
                    141,                  1.031,                 1.9231,                  2.003,                 1.0605,                0.40488,                0.73073,                0.57938,                0.47539,                0.40488,                0.73073,                0.57962,                0.47615,                 0.7725,                 1.0987,                 1.5211,                0.99689,             2.2963e-05,             2.2963e-05,             2.2963e-05
                    142,                 1.0832,                 1.9524,                 2.0067,                 1.0932,                0.41377,                0.70365,                0.56757,                0.46596,                0.41377,                0.70365,                0.56791,                0.45813,                0.79011,                 1.1218,                 1.5435,                 1.0083,             2.1128e-05,             2.1128e-05,             2.1128e-05
                    143,                 1.0277,                 1.9212,                 1.9464,                 1.0974,                0.42139,                 0.6936,                0.56592,                 0.4601,                0.42139,                 0.6936,                 0.5663,                0.45478,                 0.8013,                 1.1459,                 1.5627,                 1.0163,             1.9293e-05,             1.9293e-05,             1.9293e-05
                    144,                 1.0064,                 1.8579,                 1.9572,                 1.0851,                0.42355,                0.68011,                0.56432,                0.45966,                0.42355,                0.68011,                0.56467,                 0.4511,                0.80418,                 1.1553,                 1.5752,                 1.0174,             1.7458e-05,             1.7458e-05,             1.7458e-05
                    145,                 1.0383,                  1.928,                 2.0191,                 1.0702,                0.42472,                0.63717,                 0.5593,                0.45077,                0.42472,                0.63717,                0.55961,                0.44232,                0.81479,                 1.1872,                 1.5989,                 1.0259,             1.5624e-05,             1.5624e-05,             1.5624e-05
                    146,                0.98219,                 1.8447,                 1.8953,                 1.0796,                0.43192,                0.65204,                0.55945,                0.44943,                0.43192,                0.65204,                0.55976,                0.44114,                0.81491,                 1.1825,                  1.599,                  1.026,             1.3789e-05,             1.3789e-05,             1.3789e-05
                    147,                 1.0105,                 1.8912,                 1.9375,                  1.063,                0.43307,                0.64406,                0.55828,                0.44958,                0.43307,                0.64406,                0.55863,                0.44019,                0.81317,                 1.1907,                 1.5987,                 1.0239,             1.1954e-05,             1.1954e-05,             1.1954e-05
                    148,                 1.0533,                  1.913,                 1.9935,                 1.0779,                0.43109,                0.64773,                0.56099,                0.44969,                0.43109,                0.64773,                0.56127,                0.44436,                0.81297,                 1.1968,                 1.6028,                  1.022,             1.0119e-05,             1.0119e-05,             1.0119e-05
                    149,                0.98701,                 1.8735,                 1.8733,                 1.0832,                0.43306,                0.65035,                0.55778,                0.44889,                0.43306,                0.65035,                0.55732,                0.44299,                0.81065,                 1.1929,                 1.6035,                 1.0209,             8.2844e-06,             8.2844e-06,             8.2844e-06
                    150,                0.98317,                 1.8124,                 1.9263,                 1.0705,                0.40942,                 0.6577,                 0.5595,                0.45154,                0.40942,                 0.6577,                0.55897,                0.44329,                0.80699,                 1.1761,                 1.5904,                 1.0219,             6.4496e-06,             6.4496e-06,             6.4496e-06
